ALV-5000/E-WIN Data
Date :	"19.08.2013"
  2.40000E-002	  2.64034E-001
  2.56000E-002	  2.59392E-001
  2.88000E-002	  2.65839E-001
  3.20000E-002	  2.55171E-001
  3.52000E-002	  2.51537E-001
  3.84000E-002	  2.56564E-001
  4.16000E-002	  2.38397E-001
  4.48000E-002	  2.40582E-001
  4.80000E-002	  2.41757E-001
  5.12000E-002	  2.39713E-001
  5.76000E-002	  2.25907E-001
  6.40000E-002	  2.20566E-001
  7.04000E-002	  2.27829E-001
  7.68000E-002	  2.25369E-001
  8.32000E-002	  2.22884E-001
  8.96000E-002	  2.24850E-001
  9.60000E-002	  2.24714E-001
  1.02400E-001	  2.16916E-001
  1.15200E-001	  2.22249E-001
  1.28000E-001	  2.14389E-001
  1.40800E-001	  2.17462E-001
  1.53600E-001	  2.08353E-001
  1.66400E-001	  2.03223E-001
  1.79200E-001	  2.03868E-001
  1.92000E-001	  1.92847E-001
  2.04800E-001	  1.97320E-001
  2.30400E-001	  1.87242E-001
  2.56000E-001	  1.86629E-001
  2.81600E-001	  1.81338E-001
  3.07200E-001	  1.72640E-001
  3.32800E-001	  1.69791E-001
  3.58400E-001	  1.61241E-001
  3.84000E-001	  1.61715E-001
  4.09600E-001	  1.59523E-001
  4.60800E-001	  1.53382E-001
  5.12000E-001	  1.46255E-001
  5.63200E-001	  1.46007E-001
  6.14400E-001	  1.37014E-001
  6.65600E-001	  1.32687E-001
  7.16800E-001	  1.31300E-001
  7.68000E-001	  1.27069E-001
  8.19200E-001	  1.24846E-001
  9.21600E-001	  1.17406E-001
  1.02400E+000	  1.10007E-001
  1.12640E+000	  1.05903E-001
  1.22880E+000	  9.77087E-002
  1.33120E+000	  9.39647E-002
  1.43360E+000	  8.90079E-002
  1.53600E+000	  8.71606E-002
  1.63840E+000	  8.27608E-002
  1.84320E+000	  7.91106E-002
  2.04800E+000	  7.08018E-002
  2.25280E+000	  6.79663E-002
  2.45760E+000	  6.69805E-002
  2.66240E+000	  6.57523E-002
  2.86720E+000	  6.33137E-002
  3.07200E+000	  6.00439E-002
  3.22560E+000	  4.73998E-002
  3.63520E+000	  4.38641E-002
  4.04480E+000	  4.04107E-002
  4.45440E+000	  4.05034E-002
  4.86400E+000	  3.55816E-002
  5.27360E+000	  3.20133E-002
  5.68320E+000	  2.87202E-002
  6.09280E+000	  2.76235E-002
  6.50240E+000	  2.94524E-002
  7.32160E+000	  2.71691E-002
  8.14080E+000	  2.63540E-002
  8.96000E+000	  2.18519E-002
  9.77920E+000	  1.91932E-002
  1.05984E+001	  1.88247E-002
  1.14176E+001	  1.89849E-002
  1.22368E+001	  1.47770E-002
  1.30560E+001	  9.52295E-003
  1.46944E+001	  9.94754E-003
  1.63328E+001	  1.63043E-002
  1.79712E+001	  1.71786E-002
  1.96096E+001	  2.00560E-002
  2.12480E+001	  1.75460E-002
  2.28864E+001	  1.75763E-002
  2.45248E+001	  1.48361E-002
  2.61632E+001	  1.44224E-002
  2.94400E+001	  1.39808E-002
  3.27168E+001	  1.55455E-002
  3.59936E+001	  1.08568E-002
  3.92704E+001	  3.07444E-003
  4.25472E+001	 -3.83573E-004
  4.58240E+001	  3.64034E-004
  4.91008E+001	 -2.09958E-003
  5.23776E+001	 -7.37594E-003
  5.89312E+001	 -1.11774E-003
  6.54848E+001	  1.01537E-002
  7.20384E+001	 -5.02885E-004
  7.85920E+001	 -9.46312E-003
  8.51456E+001	  2.66672E-003
  9.16992E+001	  8.20077E-003
  9.82528E+001	 -7.41928E-003
  1.04806E+002	  7.34133E-003
  1.17914E+002	  1.22531E-002
  1.31021E+002	  8.85805E-003
  1.44128E+002	  4.15192E-003
  1.57235E+002	  1.74565E-003
  1.70342E+002	  1.37239E-002
  1.83450E+002	  7.96923E-003
  1.96557E+002	  1.36920E-002
  2.09664E+002	  6.14041E-004
  2.35878E+002	 -1.65018E-002
  2.62093E+002	 -1.31960E-002
  2.88307E+002	  1.61889E-002
  3.14522E+002	  1.31321E-002
  3.40736E+002	  1.44983E-003
  3.66950E+002	 -6.88221E-003
  3.93165E+002	 -1.16000E-002

"Count Rate"
       0.02621	     164.26086
       0.05243	     153.96118
       0.07864	     151.13831
       0.10486	     127.37274
       0.13107	      99.10583
       0.15729	     134.01031
       0.18350	      66.60461
       0.20972	      92.08679
       0.23593	      99.29657
       0.26214	     127.44904
       0.28836	     127.22015
       0.31457	     113.86871
       0.34079	      92.62085
       0.36700	      81.17676
       0.39322	      92.65900
       0.41943	     126.91498
       0.44564	     126.30463
       0.47186	      80.14679
       0.49807	      83.77075
       0.52429	      97.00775
       0.55050	     129.20380
       0.57672	     114.82239
       0.60293	     101.43280
       0.62915	     162.46796
       0.65536	     102.95868
       0.68157	     119.85779
       0.70779	     137.13837
       0.73400	     150.26093
       0.76022	     133.05664
       0.78643	     105.51453
       0.81265	     121.26923
       0.83886	     118.98041
       0.86508	     124.09210
       0.89129	     136.45172
       0.91750	     146.33179
       0.94372	     124.96948
       0.96993	     126.30463
       0.99615	     120.50629
       1.02236	     123.44360
       1.04858	     104.52271
       1.07479	     109.13849
