# AlexData of ../../../../../../data/Kati/2014/7 jan 2014/Alex oligo2new 10min.t3r
# BurstSearchParameters:	burstSearchMethodSingle=0	burstSearchMethodDual=2	channel selection=0	M=3	L=40	T=0.0005	LeeWinSize=8	LeeVar=5e-06	MaxIPT=0.00012	MinBurstrate=15000	MaxBurstrate=100000	MinBurstSize=40	MinBurstSizeDex=0	MinBurstSizeAex=0	MaxDuration=0.01	
# FRETparameters:	MaxS=0.750185	MinS=0.280812	MaxPR=1.00852	MinPR=0.758296	MaxTgTr=5	MinTgTr=-5	gamma=1	crosstalk=0.03	directExc=0.03	scaleDonor=1	bg_Dem_Dex=389.7	bg_Aem_Dex=471.18	bg_Dem_Aex=127.37	bg_Aem_Aex=1300	dutyCycleDex=0.547889	dutyCycleAex=0.452111	
# 2637 bursts were analyzed.
# startTime	duration	proximityRatio	stoichiometryRatio	numberOfPhotons	n_Dem_Dex	n_Aem_Dex	n_Dem_Aex	n_Aem_Aex	durationDonor	durationAcceptor	proximityRatioRaw	stoichiometryRatioRaw	type	startIdxDonor	startIdxAcceptor	startIdx	stoichiometryFraction
70.9841	0.0013028	0.0409429	0.943409	42	36	3	0	3	-0.0004661	-0.0005737	0.0769231	0.928571	1	167851	167852	167851	16.6706
71.5444	0.0010376	0.868164	0.492228	76	5	33	0	38	0	-3.01e-005	0.868421	0.5	1	169060	169037	169037	0.969387
71.594	0.0019264	0.935492	0.639756	41	2	24	0	15	0	-6.92e-005	0.923077	0.634146	1	169203	169197	169197	1.77589
71.7457	0.0012801	0.0166469	0.995726	61	57	3	0	1	0	-0.0009609	0.05	0.983607	1	169559	169575	169559	232.958
72.0089	0.0016416	0.683712	0.140003	40	2	5	0	33	-1.39e-005	-0.003611	0.714286	0.175	1	170053	170054	170053	0.162795
72.803	0.0015682	0.174324	0.351388	43	12	4	0	27	0	-2.98e-005	0.25	0.372093	1	171683	171657	171657	0.541754
72.9427	0.0025308	0.963454	0.236904	57	1	14	0	42	0	-0.0003548	0.933333	0.263158	1	172150	172098	172098	0.310451
73.0424	0.0035963	0.00482966	0.919083	66	56	3	0	7	0	-0.000185	0.0508475	0.893939	1	172373	172372	172372	11.3583
73.2113	0.0024613	0.0499123	0.921214	49	40	4	0	5	0	-0.0012518	0.0909091	0.897959	1	172804	172805	172804	11.6926
73.2299	0.0030588	1.02065	0.320545	104	0	35	2	67	0	-0.000107	1	0.336538	1	172940	172903	172903	0.471769
73.6218	0.0008127	-0.010158	0.933603	40	36	1	0	3	0	-0.0003642	0.027027	0.925	1	173789	173788	173788	14.0608
74.2309	0.0015027	0.98519	0.493227	96	1	47	0	48	0	-0.000563	0.979167	0.5	1	175048	175049	175048	0.97327
74.2459	0.0025834	0.879469	0.300291	72	3	20	1	48	-0.0045416	-0.0033548	0.869565	0.319444	1	175221	175184	175184	0.429165
74.2892	0.0019318	-0.0206848	0.909388	46	40	1	0	5	-3.77e-005	-0.0015357	0.0243902	0.891304	1	175355	175357	175355	10.0361
74.5462	0.0008562	0.0423846	0.962528	42	37	3	0	2	0	-0.0027495	0.075	0.952381	1	175887	175894	175887	25.6864
75.0108	0.0014592	0.814811	0.514667	73	7	31	1	34	0	-0.0001859	0.815789	0.520548	1	176780	176778	176778	1.06044
75.0129	0.0016849	0.543011	0.763252	62	21	26	0	15	-0.0005693	-0.000429	0.553191	0.758065	1	176853	176851	176851	3.22389
75.2028	0.0021274	0.9888	0.538563	94	1	50	0	43	0	-0.0006187	0.980392	0.542553	1	177360	177279	177279	1.16714
75.3153	0.0029468	1.13917	0.0604491	80	0	8	0	72	0	-0.0004004	1	0.1	1	177768	177689	177689	0.0643383
75.4006	0.0030772	0.0843287	0.974883	52	43	6	0	3	0	-0.0012771	0.122449	0.942308	1	177896	177895	177895	38.8139
75.7985	0.0019922	1.92826	0.00830547	59	0	3	1	55	0	-0.0007746	1	0.0508475	1	178713	178714	178713	0.00837502
76.4026	0.0016811	0.60892	0.772713	51	15	24	0	12	0	-0.0003798	0.615385	0.764706	1	179974	179975	179974	3.39972
76.4109	0.0026777	1.02177	0.6152	46	0	28	0	18	0	-0.0003382	1	0.608696	1	180096	180036	180036	1.59875
76.5085	0.0012338	0.649825	-0.0195284	41	0	1	0	40	0	-5.19e-005	1	0.0243902	1	180385	180339	180339	-0.0191544
76.5937	0.0017025	0.982717	0.439845	87	1	38	2	46	0	-0.0001532	0.974359	0.448276	1	180527	180520	180520	0.785221
77.1433	0.0042242	0.718582	0.360034	66	7	18	0	41	-0.0021738	-0.0004608	0.72	0.378788	1	181709	181702	181702	0.562582
77.1482	0.0013127	0.96455	0.365606	58	1	21	0	36	0	-0.0004104	0.954545	0.37931	1	181808	181768	181768	0.576307
77.1967	0.0026509	1.03258	0.272245	68	0	20	0	48	0	-0.0001874	1	0.294118	1	182084	182015	182015	0.374088
77.5122	0.0024174	0.0369764	0.984083	40	35	3	0	2	-0.0013961	-0.0016075	0.0789474	0.95	1	182846	182844	182844	61.8246
77.6441	0.0014756	0.158816	0.895168	42	30	7	0	5	-0.0008345	-0.0022174	0.189189	0.880952	1	183206	183201	183201	8.53904
77.6911	0.0023468	0.52839	0.190181	54	5	7	0	42	-2.69e-005	-0.0006212	0.583333	0.222222	1	183316	183317	183316	0.234844
78.7907	0.0023001	0.534363	0.589473	101	27	33	0	41	0	-1.92e-005	0.55	0.594059	1	186048	186045	186045	1.43589
78.7936	0.0024762	0.604734	0.746974	49	14	22	0	13	0	-0.000447	0.611111	0.734694	1	186147	186148	186147	2.95216
79.2077	0.0038055	0.919715	0.471469	63	3	27	1	32	0	-0.0006191	0.9	0.47619	1	187073	187058	187058	0.892037
79.2127	0.0019343	1.01929	0.483638	47	0	23	0	24	0	-0.0004487	1	0.489362	1	187169	187121	187121	0.936624
79.4259	0.003545	1.02691	0.402706	75	0	31	1	43	0	-0.0002547	1	0.413333	1	187742	187718	187718	0.674217
79.4359	0.0007542	0.832754	0.652945	55	6	30	0	19	0	-0.0003441	0.833333	0.654545	1	187842	187828	187828	1.88139
79.6462	0.0021967	0.975242	0.562085	41	1	22	0	18	0	-0.0003532	0.956522	0.560976	1	188516	188477	188477	1.28355
79.6954	0.0021674	1.01603	0.433422	70	0	31	0	39	0	-0.0002348	1	0.442857	1	188729	188634	188634	0.764982
80.0203	0.0035285	-0.00806677	0.981016	54	49	2	0	3	0	-0.0006296	0.0392157	0.944444	1	189454	189455	189454	51.6773
80.0883	0.0011019	0.778772	0.0915803	40	1	4	1	34	-0.001368	-0.0002344	0.8	0.125	1	189693	189671	189671	0.100813
80.1618	0.0022134	0.0325023	1.02363	59	55	4	0	0	-0.0015351	-0.0018429	0.0677966	1	1	189869	189868	189868	-43.3228
80.5243	0.0015762	1.1047	0.0820069	42	0	5	1	36	0	-0.0003246	1	0.119048	1	190681	190641	190641	0.0893328
81.0368	0.0026558	0.0240938	0.923355	49	41	3	0	5	-0.0003362	-0.0006024	0.0681818	0.897959	1	191826	191825	191825	12.0472
81.1053	0.0057238	0.624187	0.40476	146	22	39	2	83	0	-0.0007485	0.639344	0.417808	1	192079	192044	192044	0.679995
81.238	0.0022388	0.0472822	0.941509	65	55	5	1	4	0	-0.0007942	0.0833333	0.923077	1	192384	192387	192384	16.0968
81.274	0.0011996	0.959732	0.371183	52	1	19	0	32	0	-0.0006641	0.95	0.384615	1	192549	192524	192524	0.590288
81.2826	0.0020357	0.0754522	0.934425	60	49	6	2	3	-0.0017797	-0.0016114	0.109091	0.916667	1	192603	192602	192602	14.2497
81.2866	0.0016755	0.919418	0.439269	49	2	20	0	27	-2e-006	-0.0021158	0.909091	0.44898	1	192666	192667	192666	0.783387
81.2978	0.0025802	-0.0228024	0.98821	45	42	1	0	2	0	-0.0014307	0.0232558	0.955556	1	192783	192810	192783	83.8158
81.3389	0.0023692	0.0283196	0.753593	51	35	3	0	13	0	-0.0011513	0.0789474	0.745098	1	192908	192901	192901	3.05832
81.3726	0.0012233	0.612285	0.257295	50	5	9	0	36	0	-0.0005145	0.642857	0.28	1	193107	193106	193106	0.34643
