# AlexData of ../../../../../../data/Kati/2014/7 jan 2014/ALEX oligo1 10min.t3r
# BurstSearchParameters:	burstSearchMethodSingle=0	burstSearchMethodDual=2	channel selection=0	M=3	L=40	T=0.0005	LeeWinSize=8	LeeVar=5e-06	MaxIPT=0.00012	MinBurstrate=15000	MaxBurstrate=100000	MinBurstSize=40	MinBurstSizeDex=0	MinBurstSizeAex=0	MaxDuration=0.01	
# FRETparameters:	MaxS=0.798893	MinS=0.302952	MaxPR=0.919731	MinPR=0.491928	MaxTgTr=5	MinTgTr=-5	gamma=1	crosstalk=0.03	directExc=0.03	scaleDonor=1	bg_Dem_Dex=389.7	bg_Aem_Dex=471.18	bg_Dem_Aex=127.37	bg_Aem_Aex=700.31	dutyCycleDex=0.549987	dutyCycleAex=0.450013	
# 2885 bursts were analyzed.
# startTime	duration	proximityRatio	stoichiometryRatio	numberOfPhotons	n_Dem_Dex	n_Aem_Dex	n_Dem_Aex	n_Aem_Aex	durationDonor	durationAcceptor	proximityRatioRaw	stoichiometryRatioRaw	type	startIdxDonor	startIdxAcceptor	startIdx	stoichiometryFraction
43.9019	0.0014174	0.560395	0.518963	49	11	15	0	23	0	-0.0002182	0.576923	0.530612	1	94983	94981	94981	1.07884
44.1622	0.0005908	0.378388	0.487405	44	13	9	1	21	-0.000374	-8.91e-005	0.409091	0.5	1	95477	95471	95471	0.950859
44.1635	0.0020638	0.821959	0.593846	55	6	27	0	22	0	-2.77e-005	0.818182	0.6	1	95518	95515	95515	1.46212
44.8306	0.0010291	0.856618	0.43187	63	4	24	0	35	-0.0023844	-0.000776	0.857143	0.444444	1	96718	96705	96705	0.760161
45.2244	0.0025199	0.29851	0.694182	106	50	24	4	28	-0.0019002	-0.0016216	0.324324	0.698113	1	97394	97389	97389	2.26992
45.2886	0.0030361	0.631938	0.527745	104	20	36	0	48	-0.0021881	-0.0015561	0.642857	0.538462	1	97595	97593	97593	1.1175
45.3072	0.0027885	0.741779	0.517456	51	7	20	0	24	0	-0.0005825	0.740741	0.529412	1	97751	97734	97734	1.07235
45.4418	0.0011135	0.672247	0.559431	44	8	17	0	19	0	-0.0010406	0.68	0.568182	1	98137	98127	98127	1.26979
45.75	0.003174	0.671582	0.496152	61	10	21	1	29	0	-0.0004103	0.677419	0.508197	1	98694	98682	98682	0.984726
46.0285	0.0012925	0.835951	0.41299	42	3	15	0	24	0	-0.0005557	0.833333	0.428571	1	99266	99255	99255	0.703548
46.0366	0.0018727	0.0761688	0.904979	60	48	6	0	6	0	-0.0001667	0.111111	0.9	1	99312	99308	99308	9.52399
46.0617	0.001221	0.0623507	0.894622	46	37	4	0	5	-0.0011606	-0.0014948	0.097561	0.891304	1	99484	99485	99484	8.48961
